,Tweet Text,Informativeness
346,Ugh. Not good already #hurricane #sandy #KEYPORT (@ Keyport Waterfront) [pic]: http://t.co/mkf3TyZj,on-topic
347,#Top10FavoriteSongs uxx OMG #StudyingForTheSAT : thanks Jesus I found that http://t.co/WnrDGRJo,off-topic
348,It's a frenzy out there - lines even to get M&amp;Ms. #Sandy And #Starbucks closed early so no coffee either!,on-topic
349,"This is one of the reasons I hate working in a different state, no one ever knows what's going on",off-topic
350,I don't feel good at all #sick,off-topic
351,"Defused.casted away as life's last drop hands from the strings of my heart ,they tare for its to pure for me to handle",off-topic
352,I keep checking my phone,off-topic
353,"Throat hurts, body aches and no cable/Internet #miserable #sandy",on-topic
354,@julietmueller @darrahlaing no fucking way..island heights is about to be an island once again,on-topic
355,"Hey, New Yorkers! Here's how Romney is helping us out. Every three blocks gets to share a can of beans. http://t.co/pJpyRSOt",on-topic
356,@JonathanRKnight I Live in queens didn't get it that bad but around the block and the next two blocks got hit hard,on-topic
357,relief hath been provided for displaced victims of manhattan. @ lady hoop's lounge http://t.co/IYjWM40U,on-topic
358,Discussing 50 shades with Mrs Berardesco,off-topic
359,What if today is the last day,off-topic
360,My dad &amp; mom will be heart broken if the place they first laid their eyes on each other (surfclub) is destroyed.,on-topic
361,@tamarbraxtonherstuck in ny eating every 5 min cause there is NOTHING 2 do. BUT your TWEETS R cracking me up  this is wat I'm doin too lol,off-topic
362,"Niggas dnt give a fuck if a girl has a boyfriend, they still try an talk to em an say.shit like he ain't gotta know we talking shit cray",off-topic
363,@momentoftru @tash_sochill oh I'm good. I'm in BK with AT&amp;T. To people I know are flipped.,off-topic
364,I love having something to look forward to on Sundays. #TheWalkingDead,off-topic
365,@PurpleAlamode: Shoutout to @Mingasim for letting me crash and charging up all my gagdets no prob bob!!,off-topic
366,"@adamfairholm waiting on a cab. In one now. I'm gonna shut up, look sharp and get back to the hotel ASAP.",off-topic
367,@MarissaSmilesX0 whydont u come to Frankies we got power,on-topic
368,My feet are fucking killing me from last night lol,off-topic
369,There goes the atlantic city pier http://t.co/R8IfhxLG,on-topic
370,@shadeylady38 @misspiggybm @brooke @jackiechristie what the hell did laura have on at Jackie's wedding??,off-topic
371,I'm 21... Time to go to bed. #fuckyousandy,off-topic
372,@LeliSecret_ nah its weeveeee indont fucks with that real shit i buy my generic shit weeveee,off-topic
373,You know how they say people today have ADD because of technology? I'm starting to realize that technology/ADD might be what keeps me sane.,off-topic
374,Time to stock up on tacos and chili before the storm! With @alainabrowne @ambienttraffic &amp; @angrywayne. [pic]: http://t.co/fQBbkn0D,on-topic
375,@angelafritz so do they ever make you go out in a storm to report on how shitty the storm is? I've always wondered how that happens,on-topic
376,Turn to the ring ceremony and hear @Hit_Boy instrumentals as the soundtrack. That's epic,off-topic
377,Why is dat da saint recovered too fumbles bt cnt score of any of dem,off-topic
378,@JPaulGrant Heading out now.   Thanks again for selling me that car last week,off-topic
379,Boarding shortly for a flight to Tokyo. I'll be seeing my wife and 11 months baby for the first time in 3 weeks! http://t.co/P4KydusC,off-topic
380,My tree about to fall da fukkk... Sandy http://t.co/QJOdiFmf,on-topic
381,Riza making shadows on the wall. @ Bradley Beach http://t.co/aLfBZiPj,off-topic
382,Very eerie red glow on the distance. Transformers blowing up all around us. http://t.co/OIwVAXrU,on-topic
383,"weeeeee 6,000th tweet coming up! who wants?",off-topic
384,Made a sexy ass freekick goal,off-topic
385,@republicofchadd @escott94 well Eric and I hate you so there's that,off-topic
386,Don't talk to me on twitter if you not gonna speak when you see me in person.,off-topic
387,No Lake House for me. http://t.co/pcpc5Nua,off-topic
388,@s_mehalick: @Travis_Martin06 you're sucking up.. No no no never that lol,off-topic
389,If you got a snap chat of me naked don't feel special so did everyone else #datass,off-topic
390,Finally a fucking TD from Dallas,off-topic
391,@nicole_linder ill hit a woman in public,off-topic
392,The whole lifetime of Adam was 930 years! :-) early people in the bible lived 100yrs old and more :-B,off-topic
393,#GottaAceMySATexam .. OMG We really wish we students had found that before http://t.co/DvCRarnC you better get it now Matt Lehman jgn,off-topic
394,Parts of brooklyn and manhattan are flooding and there are many power outages. I'm still good though.,on-topic
395,@lanosmind lol I hope she doesnt stay long enough for us to have a conversation,off-topic
396,@ireneannakim We don't have school text me!,off-topic
397,"I'm at The Ridge Diner (Park Ridge, NJ) w/ 3 others http://t.co/GcdKm6K1",off-topic
398,@Maxgschneider aren't you still in Canada? Just in case you're not be safe &lt;3,on-topic
399,@JoshMalina so how public do you wanna get exactly?!?,off-topic
400,So this is just a taste of #sandy at the Jersey Shore http://t.co/Mjv1NHVr,on-topic
401,Sleepover with my boyfriend yaaaay.,off-topic
402,@Tim_Shopp in all seriousness can you come home why didn't u evacuate to my house plzsleepover,on-topic
403,"I'm at Wyckoff Fire Department #2 (Wyckoff, NJ) http://t.co/qIZVRoxK",off-topic
404,"@Common_Minds I'm so dead , I thought it was like a hoax or something but it's his actual page ..",off-topic
405,@MSovak I just drove past both of your houses and did not see your car at either one.,off-topic
406,Aint no man allowed in your bedroom,off-topic
407,@MsDecember1207: #ToMyFutureHusband hurry up &amp; come into my life !!!! Let's make babies !JAVIARA,off-topic
408,Giant fans just watching this game crumble,off-topic
409,My dogs understand more then #siri,off-topic
410,Fwd NY&amp;NJ 115pm Park ave Shul and sitt Shul and By 530pm no lights all pray in deal shul has generator Be careful Dougies open 7325170300,on-topic
411,@ChrisA9 yes! I work at BofA for a technology group that supports NY Interest rate derivatives options trading desk. Youuuuu?,off-topic
412,@CADBII what part of Brooklyn you in Chrissy? I'm at my sister's Brownsville/Ocean Hill.,off-topic
413,Gonna post a couple of pics I got of heffrondrive @HeffronDrive from last night......Is that cool @ Batcave. http://t.co/0vCgmUpA,off-topic
414,"Sandy Update: I ate eggs and pork roll at 11am, at least 6 hours after I lost power. My tummy hurts a little now.",on-topic
415,The beach is pretty much deserted at this point. No more surfers. #sandy  @ Far Rockaway Beach http://t.co/L6CWIdra,on-topic
416,#frankenstorm #hurricanesandy is really messing up my skateboarding schedule.,on-topic
417,The love is in the air....,off-topic
418,Why are we hungry mm let me think cuz we got a fast metabolism and you got a slow one that's why your fat,off-topic
419,Brian Hartlime look like he should be on some Tennis shit #YouWhiteAfBoi #SorryNotSorry,off-topic
420,Seen one of my favorite childhood books in the store @ Walmart http://t.co/EaTRtCZF,off-topic
421,@juliiaarose: Look we are under water too !! http://t.co/pNGhErlp your an ass hahaha,on-topic
422,@VanteAlexander: lol not missing anything. oh okay.............Dick,off-topic
423,Walking Dead is on tonight! #winning,off-topic
424,@NataliaQuique back at ya!  Be careful out there.,off-topic
425,RA just saw me walk of shaming in a bra and underwear. Yup.,off-topic
426,Love on the Poseidon Picture set!!! http://t.co/CinjdP3N,off-topic
427,@ms_nat22 Lmfao!! You're crazy lol ..we can't have a sleep over w/o @LaDy_Druu !! Haha,off-topic
428,@Greg_Lenzi44 I hate you more with every breath you take,off-topic
429,My happiness is at an all time high right now... I love when things turn around (:,off-topic
430,"@JuliaG_Horan @r_ichelley ru done? That was so yesterday, get on with your life. You are now dismissed",off-topic
431,How he still won't ask mi #Fuckit #yupppp :/,off-topic
432,Be prepared for storm dont take it lite charge phones and laptops,on-topic
433,Never leaving New York (or so it seems). #Sandy,on-topic
434,@justinkase92 it's that you don't know how hard it's gonna be if we lost power at my job,on-topic
435,@Oh_Anji lol not from your avatar.,off-topic
436,So uhm Sandy...girl where you at?,off-topic
437,I cannot stand how animated Bloomberg's interpreter is #sandy,on-topic
438,I guess that's a sign I should give up #igetit,off-topic
439,"http://t.co/judcdmKD provides Discount Codes, Discount Coupons, Free Shipping Codes and Promotional Codes for... http://t.co/ttOL6RoV",off-topic
440,Waiting for high tide to end (@ Frankenstorm Apocalypse - Hurricane Sandy w/ 2946 others) http://t.co/NDEI3KAB,on-topic
441,Is it too late to get a pedicure with @nicolebuonge #ThingsToThinkAboutDuringSandy,on-topic
442,@lizfroio me too come over,off-topic
443,@the_kid_Rozay @speciallll_kayy I just drove to get Chinese food brah 4 wheel drive ain't shit to Sandy,on-topic
444,@LoBosworth not in Hells Kitchen we all have out power thankfully!,off-topic
445,In case of a power outage... #sandy  @ Biff's Place - 500 Washington http://t.co/rudQP71t,on-topic
446,"This to all my hatin hoes, seein me get guap right now #SucksToSuckNigga",off-topic
447,I don't think that shark is on #LBI . I think the guy who took it said it was further south.,off-topic
448,My head is like so cold it burns when I touch it.,off-topic
449,Wind damage. (at @apollotheater) [pic]  http://t.co/9x3HWbSQ,on-topic
450,"Smt, I want to go back to school or work or SOMETHING. Damn, cabin fever is too real. -_________-",on-topic
451,"@RobeAndSlippers ha! Hey btw, u going to @sebastianbach gig next month at bbkings?",off-topic
452,@kahlil__: Ctfu u mad as shit! RT @IamChinyere: @ayanadanielle @kahlil__ the fact that he's so hype is funnier than the text not at all,off-topic
453,If u wanna talk shit about me that's a bad idea bc I will come back at u 67x times harder and make u cry,off-topic
454,@carly_cyr ill be in ur room in 10.... Want to talk to someone :-/,off-topic
455,@simplyy_niquee I just for the rest of my shit out either,off-topic
456,Watching hurricane sandy from the 12s floor of co op city boulevard,on-topic
457,THE DETRIOT TIGERS SHOULD BE MORE EMBARRASED THAN THE YANKEES THEY GOT SWEPT IN THE WORLD SERIES,off-topic
458,Can't believe I'm about to get on the subway right now... sooo pissed off,off-topic
459,"I'm at Frankenstorm Apocalypse - Hurricane Sandy (New York, NY) w/ 2910 others http://t.co/SSU62Lq4",on-topic
460,Listened to the whole kendrick album definitely more than 5 times today.,off-topic
461,@ZacSponring @HeyImMarty I'll kayak and do the same.  I need to buy a kayak first.,off-topic
462,@DavidG528 this damn hurricane is what happened,on-topic
463,"@AP R&amp;B singer Natina Reed, who appeared in Bring It On, hit by car and killed at age 32: http://t.co/PjxecNd6 -CC  -- very sad story",off-topic
464,@MrGottaGetReady I meant snow bunnies but it just so happens ur next tweet was about snow lol,off-topic
465,Fuck the powers about to go outttttt,on-topic
466,"Just got out the shower , cooling for now  , no edit !! http://t.co/R1Yd7jLq",off-topic
467,Mmm today means food and video games and being a lazy ass bitch \m/ #trill,off-topic
468,line for dunkin is out the door,off-topic
469,I wish I had someone to cuddle with right now ):,off-topic
470,"@StayTrueTo_You Kmsl , true ! At least I knw I do .",off-topic
471,@LttleGel how can you say that,off-topic
472,To those that are helping the patients in #NYU. You are amazing. #Sandy,on-topic
473,I be so deep in my thoughts I be zoned out,off-topic
474,@_Vnes OMG I said the exact same thing lmfao,off-topic
475,Why is Kylie even at this dish it out thing,off-topic
476,Do I Have School Tm? I Don't Even Know,off-topic
477,Literally just rearranged my whole room all by myself hahaha... My dad is impressed,off-topic
478,@natalieshufane @julz_quatrone wah i wish  im so bored ):,off-topic
479,@theyluvdakid_B I don't think I have a choice,off-topic
480,Money does grow on trees but there's a process in making it worth something.,off-topic
481,@_GanjaGoblin: Cuffing aint safe out here yu got some real ratchet hoes !!!!!!! AMEN!!!,off-topic
482,Always wanted to see this. This is the restaurant where Gotti ordered the hit on gang @ Sparks Steak House http://t.co/dywWwQEh,off-topic
483,@Hazel3ye_beauty: That EX your family always asks about &lt;&lt;&lt;,off-topic
484,If I drink a lot then it it'll cancel out the drunken-ness..... No? ....YES!,off-topic
485,"These Niggas Be Acting Up , &amp; Yall Bitches Be Letting Em !",off-topic
486,@kaayy_laaa: @macieelynnn the schools of cmc of discussin it right now thank u! Let me know if u find out anything else,off-topic
487,Playing monopoly while waiting hurricane sandy to pass lol (@ mi casita) http://t.co/ofZv0Nhv,on-topic
488,@AshleyyGx3: #oomf better act like he going to answer my text.,off-topic
489,Imma hit my dick on sandys face,on-topic
490,@_zyche  hehe..help me to think ng isang sign :D,off-topic
491,@alexbriannne we don't have class tomorrow ?,off-topic
492,Still in Manhattan. Fortunately everything is find where I am. Just missing my family. A lot. http://t.co/XNMIoOI2,on-topic
493,Been talking to ppl &amp;they told me that i shouldn't be disappointed b/c at least i accomplished 3out of 5 shoots for my project...,off-topic
494,Some old heads fuckin up the youth.,off-topic
495,@Humble_Legend hush up and eat sandy out,on-topic
496,Why are kit kats so good?,off-topic
497,"I'm at APlus at Sunoco (Sea Bright, NJ) http://t.co/TqNPj3v5",off-topic
498,"@ross_gerhart @jimmysetlock @joel_castro9 @clongano @kanenstein23 I offered you a ride, you woulda enjoyed my endeavor here lol",off-topic
499,Another fucking transformer blew up,on-topic
500,@melanie_stamey been tweeting each other for a good 3 hours and still going strong,off-topic
